DATAFLOW,LAST UPDATE,freq,nrg_bal,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,DK,2018,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,DK,2019,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,DK,2020,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,DK,2021,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,DK,2022,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,DK,2023,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,DK,2024,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2005,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2006,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2007,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2008,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2009,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2010,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2011,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2012,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2013,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2014,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2015,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2016,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2017,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2018,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2019,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2020,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2021,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2022,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2023,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EE,2024,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2005,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2006,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2007,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2008,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2009,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2010,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2011,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2012,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2013,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2014,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2015,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2016,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2017,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2018,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2019,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2020,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2021,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2022,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2023,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EL,2024,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2005,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2006,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2007,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2008,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2009,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2010,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2011,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2012,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2013,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2014,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2015,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2016,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2017,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2018,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2019,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2020,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2021,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2022,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2023,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,ES,2024,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2005,58.18,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2006,62.82,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2007,45.34,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2008,54.93,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2009,6.14,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2010,44.55,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2011,6.16,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2012,4.74,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2013,2.75,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2014,-39.71,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2015,-18.98,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2016,0.67,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2017,12.40,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2018,15.32,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2019,9.72,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2020,-66.93,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2021,-11.18,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2022,-38.69,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2023,-65.96,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,EU27_2020,2024,-58.03,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2005,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2006,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2007,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2008,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2009,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2010,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2011,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2012,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2013,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2014,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2015,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2016,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2017,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2018,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2019,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2020,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2021,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2022,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2023,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FI,2024,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2005,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2006,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2007,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2008,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2009,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2010,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2011,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2012,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2013,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2014,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2015,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2016,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2017,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2018,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2019,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2020,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2021,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2022,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2023,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,FR,2024,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2005,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2006,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2007,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2008,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2009,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2010,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2011,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2012,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2013,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2014,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2015,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2016,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2017,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2018,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2019,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2020,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2021,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2022,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2023,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,GE,2024,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2005,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2006,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2007,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2008,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2009,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2010,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2011,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2012,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2013,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2014,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2015,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2016,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2017,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2018,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2019,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2020,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2021,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2022,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2023,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HR,2024,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2005,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2006,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2007,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2008,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2009,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2010,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2011,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2012,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2013,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2014,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2015,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2016,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2017,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2018,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2019,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2020,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2021,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2022,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2023,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,HU,2024,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2005,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2006,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2007,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2008,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2009,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2010,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2011,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2012,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2013,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2014,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2015,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2016,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2017,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2018,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2019,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2020,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2021,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2022,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2023,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IE,2024,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2005,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2006,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2007,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2008,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2009,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2010,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2011,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2012,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2013,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2014,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2015,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2016,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2017,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2018,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2019,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2020,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2021,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2022,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2023,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IS,2024,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IT,2005,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IT,2006,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IT,2007,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IT,2008,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IT,2009,,m,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_DT2020,MTOE,IT,2010,,m,
